"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
43,86,0.5,8,16,0.5,17,23,0.739,12,38,19,6,10,11,26,39,90,0.433,12,32,0.375,25,38,0.658,23,48,20,7,6,12,21,0,1
38,74,0.514,10,24,0.417,31,38,0.816,8,41,22,11,4,21,29,36,87,0.414,11,34,0.324,31,41,0.756,11,35,17,15,4,14,28,1,0
33,77,0.429,3,17,0.176,9,12,0.75,4,31,15,6,2,11,10,38,79,0.481,9,18,0.5,11,12,0.917,9,43,17,5,5,11,16,0,0
37,89,0.416,5,20,0.25,17,25,0.68,16,48,14,11,9,21,19,40,84,0.476,7,15,0.467,11,17,0.647,8,45,23,12,2,19,21,0,0
38,101,0.376,7,24,0.292,12,17,0.706,15,52,23,6,4,9,21,37,84,0.44,6,18,0.333,20,29,0.69,11,47,27,6,13,9,18,0,1
37,83,0.446,10,26,0.385,10,16,0.625,10,33,21,6,6,9,21,40,80,0.5,6,22,0.273,18,21,0.857,10,45,12,7,5,9,18,0,1
32,75,0.427,5,19,0.263,19,29,0.655,12,45,21,6,5,17,18,37,81,0.457,4,18,0.222,16,19,0.842,9,42,14,8,5,11,22,0,1
37,78,0.474,6,20,0.3,26,27,0.963,10,53,23,4,10,14,17,38,92,0.413,9,19,0.474,9,11,0.818,6,32,25,6,5,8,27,1,1
30,86,0.349,7,26,0.269,17,23,0.739,15,54,16,10,4,20,14,38,80,0.475,8,25,0.32,7,14,0.5,4,41,15,9,4,16,19,0,0
32,79,0.405,8,20,0.4,22,31,0.71,14,42,21,9,4,18,16,48,84,0.571,13,30,0.433,6,10,0.6,9,39,36,10,7,15,23,0,1
38,67,0.567,9,16,0.563,29,38,0.763,4,42,15,10,4,18,19,35,80,0.438,7,24,0.292,16,22,0.727,6,29,20,9,1,14,28,1,0
39,82,0.476,12,28,0.429,18,22,0.818,11,47,26,8,3,16,22,38,81,0.469,9,21,0.429,14,21,0.667,8,36,25,8,5,10,20,1,1
35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16,1,0
43,88,0.489,11,25,0.44,6,9,0.667,9,51,21,14,5,16,18,28,82,0.341,6,26,0.231,7,14,0.5,10,43,14,9,1,21,16,1,0
35,86,0.407,8,27,0.296,7,12,0.583,15,40,22,5,4,10,14,39,80,0.488,6,19,0.316,8,11,0.727,11,42,24,4,6,11,12,0,1
34,83,0.41,13,38,0.342,13,14,0.929,16,44,24,8,4,17,13,34,65,0.523,3,8,0.375,14,17,0.824,2,27,21,10,10,13,11,1,1
31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19,33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21,1,1
35,73,0.479,5,22,0.227,16,23,0.696,9,36,18,8,3,18,22,45,83,0.542,9,22,0.409,14,22,0.636,10,39,27,13,4,14,16,0,1
39,83,0.47,9,21,0.429,6,7,0.857,7,45,21,5,9,12,16,32,84,0.381,4,11,0.364,16,19,0.842,9,41,18,9,4,10,13,1,1
46,89,0.517,17,32,0.531,14,19,0.737,13,57,26,4,7,7,18,26,85,0.306,7,20,0.35,16,22,0.727,7,37,11,5,6,9,19,1,0
37,92,0.402,9,32,0.281,13,29,0.448,16,54,14,11,2,15,23,39,89,0.438,12,35,0.343,13,18,0.722,9,46,19,6,6,18,21,0,0
38,72,0.528,8,22,0.364,14,23,0.609,11,43,13,9,5,15,11,35,79,0.443,9,23,0.391,6,10,0.6,10,34,25,11,1,15,20,1,0
39,81,0.481,10,27,0.37,13,17,0.765,4,33,27,9,10,10,20,33,78,0.423,8,27,0.296,12,19,0.632,12,45,16,5,1,21,19,1,1
32,68,0.471,5,17,0.294,17,21,0.81,5,40,13,5,4,16,18,32,72,0.444,7,17,0.412,17,19,0.895,4,32,16,10,4,8,16,0,0
36,82,0.439,11,31,0.355,16,23,0.696,9,47,14,7,6,18,15,37,83,0.446,13,29,0.448,15,19,0.789,8,44,16,13,3,11,20,0,0
36,79,0.456,12,31,0.387,16,21,0.762,11,49,19,7,8,9,14,32,80,0.4,6,27,0.222,14,19,0.737,6,41,18,6,7,11,19,1,1
35,77,0.455,9,33,0.273,13,18,0.722,6,38,21,5,3,10,16,36,81,0.444,11,32,0.344,18,22,0.818,10,47,19,7,2,9,15,0,0
39,83,0.47,9,30,0.3,9,15,0.6,8,38,27,10,1,13,16,41,85,0.482,6,25,0.24,13,15,0.867,8,47,19,6,3,13,17,0,1
33,84,0.393,7,28,0.25,15,25,0.6,15,49,17,8,9,17,14,37,100,0.37,5,26,0.192,8,12,0.667,17,56,20,9,6,14,22,1,1
35,68,0.515,12,21,0.571,36,44,0.818,8,37,25,7,5,21,20,42,82,0.512,7,24,0.292,22,28,0.786,6,32,33,9,2,16,32,1,1
38,90,0.422,6,22,0.273,28,33,0.848,11,43,17,9,3,17,32,41,86,0.477,9,19,0.474,26,32,0.813,9,40,21,8,5,18,30,0,0
42,87,0.483,8,23,0.348,10,14,0.714,4,33,27,11,3,10,19,37,81,0.457,7,22,0.318,18,20,0.9,9,49,21,5,3,20,21,1,0
36,88,0.409,8,25,0.32,18,23,0.783,10,45,23,10,8,24,27,44,97,0.454,12,30,0.4,18,23,0.783,15,53,24,18,5,17,21,0,1
38,78,0.487,8,24,0.333,15,17,0.882,8,41,27,11,3,24,18,43,92,0.467,13,33,0.394,15,15,1,10,39,37,12,4,14,15,0,1
38,97,0.392,5,24,0.208,20,26,0.769,12,41,17,8,5,8,22,44,86,0.512,15,23,0.652,22,29,0.759,10,53,27,4,2,12,22,0,0
39,83,0.47,12,29,0.414,18,26,0.692,7,49,29,6,6,11,23,38,87,0.437,4,18,0.222,19,24,0.792,6,45,19,7,2,12,22,1,0
37,70,0.529,12,22,0.545,29,41,0.707,6,42,25,8,3,12,19,31,72,0.431,10,21,0.476,14,24,0.583,6,34,22,5,3,19,27,1,0
38,78,0.487,7,19,0.368,14,20,0.7,9,42,22,10,0,11,19,36,79,0.456,8,26,0.308,15,21,0.714,8,38,20,3,2,13,17,1,1
38,83,0.458,13,33,0.394,17,24,0.708,10,40,27,9,1,21,18,44,80,0.55,19,26,0.731,16,23,0.696,7,41,25,11,0,20,18,0,0
31,87,0.356,10,32,0.313,15,18,0.833,11,41,15,13,4,14,20,39,83,0.47,8,26,0.308,15,15,1,9,51,22,5,6,19,17,0,1
27,84,0.321,5,18,0.278,19,22,0.864,13,46,16,7,4,22,19,42,97,0.433,12,33,0.364,15,19,0.789,19,58,28,11,7,15,15,0,1
27,82,0.329,7,23,0.304,21,27,0.778,10,42,20,11,3,14,16,31,72,0.431,11,24,0.458,11,14,0.786,6,48,17,8,7,22,21,0,0
39,83,0.47,7,28,0.25,12,16,0.75,2,39,23,7,5,12,23,28,83,0.337,9,30,0.3,20,23,0.87,10,47,15,8,3,18,18,1,1
37,79,0.468,7,21,0.333,23,31,0.742,8,41,24,11,2,23,15,41,96,0.427,8,25,0.32,18,20,0.9,16,45,17,18,3,16,22,0,0
40,82,0.488,10,26,0.385,19,25,0.76,15,41,19,9,2,21,21,43,84,0.512,10,23,0.435,10,16,0.625,12,35,21,8,4,20,23,1,0
42,89,0.472,8,27,0.296,12,21,0.571,6,31,22,9,0,6,22,38,76,0.5,16,31,0.516,24,27,0.889,6,50,25,5,4,16,17,0,0
46,92,0.5,9,18,0.5,13,17,0.765,12,37,23,7,2,10,19,41,69,0.594,5,16,0.313,16,22,0.727,4,34,25,5,6,16,18,1,1
39,89,0.438,5,25,0.2,20,24,0.833,11,47,20,8,3,18,25,40,83,0.482,12,33,0.364,17,25,0.68,6,42,23,8,4,19,23,0,0
40,80,0.5,12,27,0.444,13,21,0.619,6,33,27,10,1,10,17,39,79,0.494,16,27,0.593,13,18,0.722,7,41,21,9,0,16,18,0,1
44,85,0.518,14,29,0.483,12,15,0.8,4,39,33,6,6,13,22,38,89,0.427,14,33,0.424,21,24,0.875,11,46,23,5,3,12,12,1,1
37,86,0.43,9,24,0.375,12,20,0.6,10,36,22,9,3,14,13,44,78,0.564,10,15,0.667,14,15,0.933,6,39,26,8,5,17,18,0,1
35,84,0.417,3,15,0.2,22,25,0.88,10,38,22,6,4,12,18,44,83,0.53,8,22,0.364,18,23,0.783,8,43,29,10,9,11,21,0,1
40,79,0.506,9,20,0.45,20,23,0.87,5,38,26,10,4,14,14,39,93,0.419,10,33,0.303,13,16,0.813,18,51,23,8,4,17,20,1,0
42,83,0.506,14,24,0.583,15,17,0.882,4,38,31,9,5,11,19,37,91,0.407,7,22,0.318,18,22,0.818,13,46,24,8,3,15,16,1,0
37,82,0.451,11,25,0.44,15,19,0.789,12,44,26,3,2,14,23,33,72,0.458,3,17,0.176,22,32,0.688,6,35,12,13,7,8,17,1,0
42,84,0.5,12,27,0.444,15,22,0.682,7,39,32,10,5,11,20,43,89,0.483,5,17,0.294,5,16,0.313,16,50,24,8,5,19,22,1,1
34,87,0.391,7,24,0.292,16,24,0.667,13,45,19,10,3,16,18,41,78,0.526,7,23,0.304,19,25,0.76,3,37,23,11,4,16,18,0,0
35,87,0.402,8,22,0.364,13,17,0.765,8,44,24,8,4,10,27,28,82,0.341,6,24,0.25,32,39,0.821,15,55,14,5,6,16,16,0,1
43,92,0.467,8,26,0.308,9,10,0.9,12,46,25,11,5,9,11,40,85,0.471,5,20,0.25,6,8,0.75,7,39,29,6,4,15,13,1,0
31,91,0.341,4,30,0.133,9,13,0.692,11,45,19,5,2,10,12,39,86,0.453,9,23,0.391,10,12,0.833,9,54,27,8,11,12,15,0,0
42,76,0.553,14,24,0.583,17,27,0.63,5,33,31,7,1,12,18,48,89,0.539,12,29,0.414,13,19,0.684,13,44,16,9,3,10,20,0,0
33,84,0.393,8,25,0.32,14,15,0.933,7,35,18,9,9,19,22,34,75,0.453,5,14,0.357,24,26,0.923,6,47,11,7,13,22,18,0,0
42,76,0.553,13,23,0.565,8,10,0.8,4,27,29,10,3,15,24,38,74,0.514,5,14,0.357,18,24,0.75,11,37,22,9,2,15,12,1,1
48,99,0.485,9,24,0.375,9,10,0.9,13,43,31,10,7,9,23,34,81,0.42,9,22,0.409,23,27,0.852,10,44,18,5,6,16,16,1,1
38,84,0.452,12,27,0.444,18,24,0.75,9,30,27,18,4,16,26,38,72,0.528,1,8,0.125,24,34,0.706,10,47,23,10,2,27,21,1,0
51,98,0.52,11,25,0.44,5,10,0.5,17,54,26,8,2,15,29,38,80,0.475,3,17,0.176,25,32,0.781,6,35,19,9,3,13,12,1,1
40,89,0.449,6,22,0.273,31,36,0.861,14,42,25,13,5,13,27,39,88,0.443,9,29,0.31,32,36,0.889,17,47,27,7,3,16,25,0,0
37,77,0.481,9,21,0.429,15,20,0.75,4,35,25,6,3,9,16,43,84,0.512,17,31,0.548,5,11,0.455,9,48,25,5,2,15,24,0,0
45,86,0.523,5,16,0.313,11,13,0.846,11,34,27,11,3,10,19,33,68,0.485,7,15,0.467,14,18,0.778,7,31,23,3,4,20,16,1,0
32,75,0.427,7,24,0.292,20,30,0.667,5,39,24,5,3,20,19,44,90,0.489,9,22,0.409,19,23,0.826,7,43,31,12,1,10,23,0,0
32,78,0.41,4,15,0.267,21,28,0.75,7,35,20,7,3,11,24,35,79,0.443,11,29,0.379,25,32,0.781,11,48,20,7,3,15,22,0,1
39,88,0.443,11,28,0.393,24,30,0.8,12,41,21,13,7,14,28,41,81,0.506,9,18,0.5,26,33,0.788,7,39,25,9,5,15,25,0,0
45,86,0.523,11,32,0.344,22,30,0.733,7,45,30,6,5,12,25,41,86,0.477,17,35,0.486,23,33,0.697,10,37,24,8,3,10,23,1,1
40,86,0.465,7,26,0.269,11,15,0.733,2,27,20,8,3,13,18,43,83,0.518,7,22,0.318,21,27,0.778,14,53,25,9,5,18,16,0,1
46,91,0.505,8,23,0.348,21,30,0.7,4,38,26,16,4,13,22,49,93,0.527,20,41,0.488,16,29,0.552,11,49,35,10,5,18,24,0,0
44,84,0.524,6,22,0.273,12,20,0.6,9,46,26,7,4,13,15,37,87,0.425,9,26,0.346,11,14,0.786,6,38,23,7,8,15,18,1,0
38,86,0.442,9,25,0.36,19,24,0.792,8,44,22,9,5,11,21,38,81,0.469,12,27,0.444,20,25,0.8,7,43,23,7,5,15,21,0,1
39,78,0.5,16,26,0.615,17,25,0.68,2,32,26,8,4,10,18,44,83,0.53,8,26,0.308,12,14,0.857,7,46,22,6,5,15,20,1,1
34,88,0.386,6,32,0.188,18,24,0.75,9,38,25,8,6,14,24,36,82,0.439,4,14,0.286,23,32,0.719,15,58,24,10,4,18,19,0,1
42,86,0.488,7,18,0.389,12,21,0.571,6,36,25,14,10,11,20,31,77,0.403,4,15,0.267,23,29,0.793,12,48,20,9,6,23,21,1,0
36,78,0.462,7,22,0.318,19,26,0.731,8,47,26,5,5,9,20,35,82,0.427,7,23,0.304,9,17,0.529,6,41,13,2,3,12,20,1,0
40,99,0.404,3,22,0.136,11,21,0.524,12,45,13,5,4,6,23,47,96,0.49,2,13,0.154,18,28,0.643,19,67,23,2,9,7,20,0,1
43,94,0.457,12,26,0.462,11,17,0.647,7,55,29,9,4,14,24,29,83,0.349,6,23,0.261,25,33,0.758,8,48,17,8,4,16,17,1,0
38,90,0.422,9,28,0.321,19,26,0.731,9,42,19,11,4,11,22,44,88,0.5,8,23,0.348,13,16,0.813,7,50,26,6,2,15,22,0,1
40,94,0.426,7,23,0.304,16,17,0.941,17,55,24,7,8,11,19,35,82,0.427,8,25,0.32,16,21,0.762,7,41,21,10,5,11,19,1,1
39,79,0.494,11,31,0.355,24,34,0.706,6,45,28,6,2,13,26,32,80,0.4,9,29,0.31,26,30,0.867,6,39,20,6,2,14,26,1,0
43,89,0.483,6,20,0.3,24,31,0.774,14,53,25,6,6,15,17,43,89,0.483,10,32,0.313,12,21,0.571,6,32,27,8,4,11,27,1,0
42,84,0.5,11,29,0.379,9,13,0.692,5,36,25,8,3,17,22,32,75,0.427,5,14,0.357,29,34,0.853,9,45,17,8,2,19,20,1,1
32,81,0.395,3,20,0.15,16,24,0.667,10,47,14,2,5,16,19,42,90,0.467,12,27,0.444,12,16,0.75,8,47,24,9,5,9,19,0,1
39,89,0.438,6,15,0.4,15,24,0.625,14,46,25,7,4,16,21,37,83,0.446,7,21,0.333,19,20,0.95,10,42,14,8,4,12,28,0,0
45,99,0.455,8,20,0.4,11,23,0.478,12,45,26,9,5,12,28,41,89,0.461,10,24,0.417,24,31,0.774,13,53,24,2,4,20,27,0,1
35,80,0.438,7,24,0.292,16,22,0.727,6,29,20,9,1,14,28,38,67,0.567,9,16,0.563,29,38,0.763,4,42,15,10,4,18,19,0,1
36,86,0.419,7,21,0.333,21,29,0.724,12,37,20,13,3,19,28,42,80,0.525,8,24,0.333,24,29,0.828,9,44,24,10,8,21,27,0,1
51,90,0.567,8,18,0.444,14,18,0.778,5,40,34,11,3,10,22,32,79,0.405,3,23,0.13,14,22,0.636,11,39,17,5,4,20,21,1,0
43,88,0.489,13,21,0.619,18,24,0.75,9,47,25,12,6,15,19,35,87,0.402,6,20,0.3,20,23,0.87,9,40,20,10,3,18,20,1,0
40,90,0.444,6,27,0.222,13,19,0.684,12,60,25,8,1,22,17,35,91,0.385,6,33,0.182,18,26,0.692,8,40,17,16,3,11,20,1,1
39,87,0.448,8,29,0.276,13,17,0.765,8,42,24,7,4,8,16,32,81,0.395,10,21,0.476,15,17,0.882,9,42,21,2,9,17,18,1,0
46,91,0.505,13,25,0.52,12,20,0.6,9,44,27,10,3,9,17,38,78,0.487,13,33,0.394,13,17,0.765,2,33,23,5,6,14,15,1,1
39,92,0.424,12,30,0.4,11,12,0.917,10,43,25,7,2,18,22,45,84,0.536,17,42,0.405,15,22,0.682,7,41,32,10,5,16,17,0,0
50,100,0.5,13,29,0.448,16,23,0.696,13,45,37,7,2,14,22,51,96,0.531,8,26,0.308,22,22,1,8,42,33,9,2,14,22,0,0
39,72,0.542,7,18,0.389,16,29,0.552,6,42,23,12,2,18,17,33,87,0.379,7,28,0.25,15,17,0.882,12,42,15,12,0,18,26,1,1
36,86,0.419,5,23,0.217,17,27,0.63,7,48,26,6,7,17,19,38,87,0.437,11,25,0.44,15,23,0.652,7,55,27,11,6,16,23,0,1
43,89,0.483,9,26,0.346,16,20,0.8,10,42,30,6,4,20,19,47,84,0.56,8,18,0.444,18,25,0.72,6,40,27,13,6,16,15,0,1
38,86,0.442,10,26,0.385,20,25,0.8,9,44,22,6,7,12,24,36,93,0.387,7,23,0.304,20,26,0.769,17,56,19,5,3,16,22,1,1
43,94,0.457,11,30,0.367,12,21,0.571,17,51,31,8,1,14,29,43,85,0.506,8,19,0.421,20,33,0.606,10,44,27,9,4,11,17,0,1
48,95,0.505,8,28,0.286,17,20,0.85,16,53,36,7,10,11,19,39,92,0.424,7,17,0.412,18,24,0.75,11,38,26,7,4,10,21,1,0
38,86,0.442,6,19,0.316,17,23,0.739,11,36,19,5,1,12,23,36,77,0.468,14,32,0.438,26,29,0.897,7,44,17,5,2,12,18,0,1
42,80,0.525,9,21,0.429,20,28,0.714,4,48,27,8,5,12,23,28,81,0.346,12,33,0.364,30,35,0.857,9,46,21,7,2,15,25,1,0
46,89,0.517,9,25,0.36,19,24,0.792,9,47,27,8,1,14,18,44,98,0.449,10,31,0.323,13,21,0.619,13,43,24,9,9,10,16,1,1
42,88,0.477,9,28,0.321,16,30,0.533,11,51,25,14,4,19,22,32,81,0.395,11,29,0.379,23,31,0.742,9,47,22,13,5,22,21,1,0
